llm,merge,async
0.8181818181818182,0.8181818181818182,0.8181818181818182
0.9375,0.9375,0.9375
0.7528089887640449,0.7528089887640449,0.7528089887640449
1.0,1.0,1.0
0.0,0.0,0.0
0.8888888888888888,0.8888888888888888,0.8888888888888888
1.0,1.0,1.0
1.0,1.0,1.0
0.0,0.0,0.0
0.65,0.65,0.65
1.0,1.0,1.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5,0.5,0.5
0.16666666666666666,0.16666666666666666,0.2222222222222222
0.5384615384615384,0.5384615384615384,0.5384615384615384
1.0,1.0,1.0
1.0,1.0,1.0
0.9047619047619048,0.9047619047619048,0.9047619047619048
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.92,0.92,0.92
0.0,0.0,0.0
0.0,0.0,0.0
0.8125,0.8125,0.8125
0.5294117647058824,0.5294117647058824,0.5294117647058824
1.0,1.0,1.0
0.0,0.0,0.0
0.4117647058823529,0.4117647058823529,0.4117647058823529
1.0,1.0,1.0
0.07692307692307693,0.07692307692307693,0.07692307692307693
0.7874396135265701,0.7874396135265701,0.7874396135265701
1.0,1.0,1.0
0.9523809523809523,0.9523809523809523,0.9523809523809523
0.8904109589041096,0.8904109589041096,0.8904109589041096
0.0,0.0,0.0
0.65,0.65,0.65
0.9545454545454546,0.9545454545454546,0.9545454545454546
0.0,0.0,0.0
0.6956521739130435,0.6956521739130435,0.6956521739130435
0.6324786324786325,0.6324786324786325,0.6324786324786325
0.0,0.0,0.0
1.0,1.0,1.0
0.9523809523809523,0.9523809523809523,0.9523809523809523
0.0,0.0,0.0
0.9808917197452229,0.9808917197452229,0.9808917197452229
0.0,0.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
0.8043478260869565,0.8043478260869565,0.8043478260869565
1.0,1.0,1.0
1.0,1.0,1.0
0.047619047619047616,0.047619047619047616,0.047619047619047616
0.41041041041041043,0.41041041041041043,0.41041041041041043
0.2655172413793103,0.2655172413793103,0.2655172413793103
1.0,1.0,1.0
1.0,1.0,1.0
0.9375,0.9375,0.9375
0.0,0.0,0.0
0.8333333333333334,0.8333333333333334,0.8333333333333334
0.8,0.8,0.8
0.9889135254988913,1.0,1.0
0.07216494845360824,0.07216494845360824,0.07216494845360824
0.8795180722891566,0.8795180722891566,0.8795180722891566
1.0,1.0,1.0
0.0,0.0,0.0
0.9936305732484076,0.9936305732484076,0.9936305732484076
0.8888888888888888,0.8888888888888888,0.8888888888888888
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.9545454545454546,0.9545454545454546,0.9545454545454546
0.21712538226299694,0.21712538226299694,0.21712538226299694
1.0,1.0,1.0
0.8333333333333334,0.8333333333333334,0.8333333333333334
0.7857142857142857,0.7857142857142857,0.7857142857142857
0.955503512880562,0.955503512880562,0.955503512880562
0.958904109589041,0.958904109589041,0.958904109589041
1.0,1.0,1.0
0.9,0.9,0.9
1.0,1.0,1.0
0.9966777408637874,0.9966777408637874,0.9966777408637874
0.0,0.0,0.0
1.0,1.0,1.0
0.9545454545454546,0.9545454545454546,0.9545454545454546
0.8348348348348348,0.8348348348348348,0.8348348348348348
0.0,0.0,0.0
1.0,1.0,1.0
0.9146341463414634,0.9146341463414634,0.9146341463414634
0.983739837398374,0.983739837398374,0.983739837398374
0.75,0.75,0.75
1.0,1.0,1.0
0.6956521739130435,0.6956521739130435,0.7608695652173914
0.5581395348837209,0.5581395348837209,0.5581395348837209
0.9772727272727273,0.9772727272727273,0.9772727272727273
1.0,1.0,1.0
0.3973973973973974,0.3973973973973974,0.3973973973973974
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07692307692307693,0.07692307692307693,0.07692307692307693
0.0,0.0,0.0
0.9278074866310161,0.9278074866310161,0.9278074866310161
1.0,1.0,1.0
0.9565217391304348,0.9565217391304348,0.9565217391304348
0.2727272727272727,0.2727272727272727,0.2727272727272727
1.0,1.0,1.0
0.9176470588235294,0.9176470588235294,0.9176470588235294
1.0,1.0,1.0
0.921875,0.921875,0.921875
0.07692307692307693,0.07692307692307693,0.07692307692307693
0.14893617021276595,0.14893617021276595,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5581395348837209,0.5581395348837209,0.5581395348837209
0.2727272727272727,0.2727272727272727,0.2727272727272727
0.5813953488372093,0.5813953488372093,0.5813953488372093
0.0,0.0,0.0
1.0,1.0,1.0
0.7037037037037037,0.7037037037037037,0.7037037037037037
0.65,0.65,0.65
0.0,0.0,0.0
0.0,0.0,0.0
0.2876712328767123,0.2876712328767123,0.2876712328767123
1.0,1.0,1.0
0.9090909090909091,0.9090909090909091,0.9090909090909091
0.12280701754385964,0.12280701754385964,0.12280701754385964
1.0,1.0,1.0
0.5342465753424658,0.5342465753424658,0.5342465753424658
0.2222222222222222,0.2222222222222222,0.2222222222222222
0.4,0.4,0.4
0.92,0.92,0.92
0.8888888888888888,0.8888888888888888,0.8888888888888888
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5,0.5,0.5
0.8333333333333334,0.8333333333333334,0.8333333333333334
0.5035035035035035,0.5035035035035035,0.5035035035035035
0.20795107033639143,0.20795107033639143,0.20795107033639143
1.0,1.0,1.0
0.8103448275862069,0.8103448275862069,0.8103448275862069
0.0,0.0,0.0
0.8666666666666667,0.8666666666666667,0.8666666666666667
0.7534246575342466,0.7534246575342466,0.7534246575342466
0.0,0.0,0.018518518518518517
0.9210526315789473,0.9210526315789473,0.9210526315789473
0.9375,0.9375,0.9375
